Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1316/1316        ACE_Guard<ACE_Thread_Mutex>::release() [81]
[80]     0.4    0.00    0.00    1316         ACE_Thread_Mutex::release() [80]
                0.00    0.00  133715/321265      ACE_OS::thread_mutex_unlock(pthread_mutex_t*) [68]
-----------------------------------------------
                0.00    0.00    1315/1315        ACE_Guard<ACE_Thread_Mutex>::~ACE_Guard() [79]
[81]     0.4    0.00    0.00    1315         ACE_Guard<ACE_Thread_Mutex>::release() [81]
                0.00    0.00    1316/1316        ACE_Thread_Mutex::release() [80]
-----------------------------------------------
                0.00    0.00  260567/260567      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [83]
[82]     0.1    0.00    0.00  260567         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::get_allocator() const [82]
                0.00    0.00  260571/2921388     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_Node_allocator() const [60]
                0.00    0.00  260571/260571      std::allocator<std::pair<std::string const, std::string> >::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > > const&) [1380]
-----------------------------------------------
                0.00    0.00  260536/260536      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [43]
[83]     0.1    0.00    0.00  260536         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [83]
                0.00    0.00  260567/260567      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::get_allocator() const [82]
                0.00    0.00  260577/260577      __gnu_cxx::new_allocator<std::pair<std::string const, std::string> >::destroy(std::pair<std::string const, std::string>*) [1378]
                0.00    0.00  260555/260555      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [1382]
                0.00    0.00  260550/260550      std::pair<std::string const, std::string>* std::__addressof<std::pair<std::string const, std::string> >(std::pair<std::string const, std::string>&) [1384]
                0.00    0.00  260516/260516      std::allocator<std::pair<std::string const, std::string> >::~allocator() [1386]
-----------------------------------------------
                0.00    0.00       1/14182       CrawlerEntity::InitURL(std::string) [105]
                0.00    0.00   14181/14182       HtmlParser::insertQueue(std::string) [33]
[84]     0.1    0.00    0.00   14182         URL_Queue::insert_queue(std::string, int) [84]
                0.00    0.00   14190/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00   14190/92206       urlstring::~urlstring() [1429]
                0.00    0.00   14189/219842      ACE_Unmanaged_Singleton<DBManager, ACE_Null_Mutex>::instance() [1389]
                0.00    0.00   14187/14364       urlstring::urlstring(std::string, int) [1448]
                0.00    0.00   14187/14187       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
                0.00    0.00   14185/14305       DBManager::writeDB(int, std::string, timeval*) [1450]
                0.00    0.00   14184/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
-----------------------------------------------
                0.00    0.00     162/162         Mem_Pool::getObject() [87]
[85]     0.0    0.00    0.00     162         ACE_Cached_Allocator<Document, ACE_Thread_Mutex>::malloc(unsigned long) [85]
                0.00    0.00     161/161         ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::remove() [86]
                0.00    0.00     161/161         ACE_Cached_Mem_Pool_Node<Document>::addr() [1553]
-----------------------------------------------
                0.00    0.00     161/161         ACE_Cached_Allocator<Document, ACE_Thread_Mutex>::malloc(unsigned long) [85]
[86]     0.0    0.00    0.00     161         ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::remove() [86]
                0.00    0.00     162/1318        ACE_Guard<ACE_Thread_Mutex>::~ACE_Guard() [79]
                0.00    0.00     161/161         ACE_Cached_Mem_Pool_Node<Document>::get_next() [1554]
                0.00    0.00     158/1314        ACE_Guard<ACE_Thread_Mutex>::locked() const [1460]
                0.00    0.00     157/1313        ACE_Guard<ACE_Thread_Mutex>::ACE_Guard(ACE_Thread_Mutex&) [1462]
-----------------------------------------------
                0.00    0.00     159/159         Net_Svc_Handler::handle_rawdata() [42]
[87]     0.0    0.00    0.00     159         Mem_Pool::getObject() [87]
                0.00    0.00     162/162         ACE_Cached_Allocator<Document, ACE_Thread_Mutex>::malloc(unsigned long) [85]
-----------------------------------------------
                                                 <spontaneous>
[88]     0.0    0.00    0.00                 Crawler_Thread::svc() [88]
                0.00    0.00     347/116681      ACE_Unmanaged_Singleton<URL_Queue, ACE_Null_Mutex>::instance() [52]
                0.00    0.00     172/104296      MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
                0.00    0.00     174/174         URL_Queue::pop_queue() [91]
                0.00    0.00     175/348         URL_Queue::isEmpty() [92]
                0.00    0.00     178/178         HTTP_URL::gethostaddr() [1485]
                0.00    0.00     176/176         HTTP_URL::URLParser(int) [1492]
                0.00    0.00     176/176         HTTP_URL::gethost() [1491]
                0.00    0.00     175/104305      MessageBus::getInstance() [1418]
                0.00    0.00     175/175         HTTP_URL::~HTTP_URL() [1497]
                0.00    0.00     173/173         HTTP_URL::getFile() [1516]
                0.00    0.00     173/173         HTTP_URL::getip() [1515]
                0.00    0.00     172/172         HTTP_URL::HTTP_URL(std::string) [1522]
                0.00    0.00       1/1           ACE_OS::sleep(unsigned int) [1735]
-----------------------------------------------
                0.00    0.00     572/572         MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
[89]     0.0    0.00    0.00     572         DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**) [89]
                0.00    0.00    1269/891679      __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [63]
                0.00    0.00     281/413         DocQueue::isEmpty() [90]
                0.00    0.00     133/133         DocQueue::pop_queue() [93]
                0.00    0.00     162/162         DocQueue::insert_queue(Document*) [96]
-----------------------------------------------
                0.00    0.00     132/413         DocQueue::pop_queue() [93]
                0.00    0.00     281/413         DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**) [89]
[90]     0.0    0.00    0.00     413         DocQueue::isEmpty() [90]
                0.00    0.00     414/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00     414/414         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::empty() const [1471]
                0.00    0.00     413/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
-----------------------------------------------
                0.00    0.00     174/174         Crawler_Thread::svc() [88]
[91]     0.0    0.00    0.00     174         URL_Queue::pop_queue() [91]
                0.00    0.00     176/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00     173/348         URL_Queue::isEmpty() [92]
                0.00    0.00     348/348         urlstring::GetURL() [1476]
                0.00    0.00     177/14364       urlstring::urlstring(std::string, int) [1448]
                0.00    0.00     177/92206       urlstring::~urlstring() [1429]
                0.00    0.00     174/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
                0.00    0.00     174/219842      ACE_Unmanaged_Singleton<DBManager, ACE_Null_Mutex>::instance() [1389]
                0.00    0.00     173/173         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::pop() [1518]
                0.00    0.00     172/172         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::top() const [1524]
                0.00    0.00     172/172         DBManager::deleteDB(int, std::string) [1523]
                0.00    0.00     170/16552       urlstring::operator=(urlstring const&) [1441]
-----------------------------------------------
                0.00    0.00     173/348         URL_Queue::pop_queue() [91]
                0.00    0.00     175/348         Crawler_Thread::svc() [88]
[92]     0.0    0.00    0.00     348         URL_Queue::isEmpty() [92]
                0.00    0.00     341/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00     349/349         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::empty() const [1475]
                0.00    0.00     343/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
-----------------------------------------------
                0.00    0.00     133/133         DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**) [89]
[93]     0.0    0.00    0.00     133         DocQueue::pop_queue() [93]
                0.00    0.00     133/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00     132/413         DocQueue::isEmpty() [90]
                0.00    0.00     133/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
                0.00    0.00     133/133         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::front() [1572]
                0.00    0.00     132/132         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::pop() [1576]
-----------------------------------------------
                0.00    0.00     178/178         MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
[94]     0.0    0.00    0.00     178         Crawler_Thread::call(std::string, void*, void*, void*, void*, void*, void*, void**) [94]
                0.00    0.00     173/206931      bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [69]
                0.00    0.00     178/178         Crawler_Thread::StartGetURL() [1484]
-----------------------------------------------
                0.00    0.00     171/171         MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
